state,month,motherage,births,,
North Dakota,7,40-44,21,149,
North Dakota,8,15-19,32,53,
North Dakota,8,20-24,160,192,
North Dakota,8,25-29,268,428,
North Dakota,8,30-34,259,527,
North Dakota,8,35-39,118,377,
North Dakota,8,40-44,21,139,
North Dakota,9,15-19,28,49,
North Dakota,9,20-24,130,158,
North Dakota,9,25-29,257,387,
North Dakota,9,30-34,239,496,
North Dakota,9,35-39,85,324,
North Dakota,9,40-44,17,102,
North Dakota,10,15-19,27,44,
North Dakota,10,20-24,148,175,
North Dakota,10,25-29,266,414,
North Dakota,10,30-34,243,509,
North Dakota,10,35-39,116,359,
North Dakota,10,40-44,20,136,
North Dakota,11,15-19,22,42,
North Dakota,11,20-24,126,148,
North Dakota,11,25-29,262,388,
North Dakota,11,30-34,222,484,
North Dakota,11,35-39,88,310,
North Dakota,11,40-44,21,109,
North Dakota,12,15-19,29,50,
North Dakota,12,20-24,140,169,
North Dakota,12,25-29,242,382,
North Dakota,12,30-34,237,479,
North Dakota,12,35-39,96,333,
North Dakota,12,40-44,24,120,
Ohio,1,15-19,459,483,
Ohio,1,20-24,1982,2441,
Ohio,1,25-29,3016,4998,
Ohio,1,30-34,3016,6032,
Ohio,1,35-39,1474,4490,
Ohio,1,40-44,265,1739,
Ohio,1,45-49,15,,
Ohio,2,15-19,461,476,
Ohio,2,20-24,1890,2351,
Ohio,2,25-29,2993,4883,
Ohio,2,30-34,2939,5932,
Ohio,2,35-39,1428,4367,
Ohio,2,40-44,282,1710,
Ohio,2,45-49,13,,
Ohio,3,15-19,482,495,
Ohio,3,20-24,1918,2400,
Ohio,3,25-29,3142,5060,
Ohio,3,30-34,3113,6255,
Ohio,3,35-39,1485,4598,
Ohio,3,40-44,318,1803,
Ohio,3,45-49,21,,
Ohio,4,15-19,435,456,
Ohio,4,20-24,1868,2303,
Ohio,4,25-29,3008,4876,
Ohio,4,30-34,3184,6192,
Ohio,4,35-39,1511,4695,
Ohio,4,40-44,277,1788,
Ohio,4,45-49,15,,
Ohio,5,15-19,427,442,
Ohio,5,20-24,2001,2428,
Ohio,5,25-29,3286,5287,
Ohio,5,30-34,3259,6545,
Ohio,5,35-39,1568,4827,
Ohio,5,40-44,265,1833,
Ohio,5,45-49,20,,
Ohio,6,15-19,435,455,
Ohio,6,20-24,1987,2422,
Ohio,6,25-29,3106,5093,
Ohio,6,30-34,3273,6379,
Ohio,6,35-39,1494,4767,
Ohio,6,40-44,311,1805,
Ohio,6,45-49,12,,
Ohio,7,15-19,466,478,
Ohio,7,20-24,2116,2582,
Ohio,7,25-29,3377,5493,
Ohio,7,30-34,3344,6721,
Ohio,7,35-39,1548,4892,
Ohio,7,40-44,318,1866,
Ohio,7,45-49,21,,
Ohio,8,15-19,458,479,
Ohio,8,20-24,2122,2580,
Ohio,8,25-29,3338,5460,
Ohio,8,30-34,3367,6705,
Ohio,8,35-39,1700,5067,
Ohio,8,40-44,287,1987,
Ohio,8,45-49,12,,
Ohio,9,15-19,415,427,
Ohio,9,20-24,1967,2382,
Ohio,9,25-29,3200,5167,
Ohio,9,30-34,3153,6353,
Ohio,9,35-39,1567,4720,
Ohio,9,40-44,293,1860,
Ohio,10,15-19,432,725,
Ohio,10,20-24,2009,2441,
Ohio,10,25-29,3194,5203,
Ohio,10,30-34,3313,6507,
Ohio,10,35-39,1595,4908,
Ohio,10,40-44,276,1871,
Ohio,10,45-49,19,,
Ohio,11,15-19,402,421,
Ohio,11,20-24,1846,2248,
Ohio,11,25-29,2856,4702,
Ohio,11,30-34,2932,5788,
Ohio,11,35-39,1478,4410,
Ohio,11,40-44,283,1761,
Ohio,11,45-49,21,,
Ohio,12,15-19,394,415,
Ohio,12,20-24,1939,2333,
Ohio,12,25-29,3097,5036,
Ohio,12,30-34,3103,6200,
Ohio,12,35-39,1506,4609,
Ohio,12,40-44,301,1807,
Ohio,12,45-49,26,,
Oklahoma,1,15-19,252,278,
Oklahoma,1,20-24,917,1169,
Oklahoma,1,25-29,1246,2163,
Oklahoma,1,30-34,942,2188,
Oklahoma,1,35-39,441,1383,
Oklahoma,1,40-44,104,545,
Oklahoma,2,15-19,220,324,
Oklahoma,2,20-24,884,1104,
Oklahoma,2,25-29,1135,2019,
Oklahoma,2,30-34,915,2050,
Oklahoma,2,35-39,444,1359,
Oklahoma,2,40-44,94,538,
Oklahoma,3,15-19,233,327,
Oklahoma,3,20-24,985,1218,
Oklahoma,3,25-29,1181,2166,
Oklahoma,3,30-34,949,2130,
Oklahoma,3,35-39,446,1395,
Oklahoma,3,40-44,95,541,
Oklahoma,4,15-19,183,278,
Oklahoma,4,20-24,963,1146,
Oklahoma,4,25-29,1269,2232,
Oklahoma,4,30-34,943,2212,
Oklahoma,4,35-39,389,1332,
Oklahoma,4,40-44,93,482,
Oklahoma,5,15-19,221,314,
Oklahoma,5,20-24,938,1159,
Oklahoma,5,25-29,1280,2218,
Oklahoma,5,30-34,1008,2288,
Oklahoma,5,35-39,466,1474,
Oklahoma,5,40-44,78,544,
Oklahoma,6,15-19,221,299,
Oklahoma,6,20-24,907,1128,
Oklahoma,6,25-29,1206,2113,
Oklahoma,6,30-34,948,2154,
Oklahoma,6,35-39,404,1352,
Oklahoma,6,40-44,90,494,
Oklahoma,7,15-19,238,328,
Oklahoma,7,20-24,1079,1317,
Oklahoma,7,25-29,1316,2395,
Oklahoma,7,30-34,1049,2365,
Oklahoma,7,35-39,516,1565,
Oklahoma,7,40-44,103,619,
Oklahoma,8,15-19,250,353,
Oklahoma,8,20-24,1019,1269,
Oklahoma,8,25-29,1351,2370,
Oklahoma,8,30-34,1116,2467,
Oklahoma,8,35-39,480,1596,
Oklahoma,8,40-44,80,560,
Oklahoma,9,15-19,225,305,
Oklahoma,9,20-24,1037,1262,
Oklahoma,9,25-29,1301,2338,
Oklahoma,9,30-34,994,2295,
Oklahoma,9,35-39,445,1439,
Oklahoma,9,40-44,76,521,
Oklahoma,10,15-19,254,330,
Oklahoma,10,20-24,968,1222,
Oklahoma,10,25-29,1313,2281,
Oklahoma,10,30-34,999,2312,
Oklahoma,10,35-39,503,1502,
Oklahoma,10,40-44,104,607,
Oklahoma,11,15-19,222,326,
Oklahoma,11,20-24,893,1115,
Oklahoma,11,25-29,1212,2105,
Oklahoma,11,30-34,972,2184,
Oklahoma,11,35-39,414,1386,
Oklahoma,11,40-44,82,496,
Oklahoma,12,15-19,228,310,
Oklahoma,12,20-24,1045,1273,
Oklahoma,12,25-29,1271,2316,
Oklahoma,12,30-34,1024,2295,
Oklahoma,12,35-39,483,1507,
Oklahoma,12,40-44,98,581,
Oregon,1,15-19,102,200,
Oregon,1,20-24,483,585,
Oregon,1,25-29,849,1332,
Oregon,1,30-34,988,1837,
Oregon,1,35-39,545,1533,
Oregon,1,40-44,146,691,
Oregon,1,45-49,11,,
Oregon,2,15-19,81,92,
Oregon,2,20-24,447,528,
Oregon,2,25-29,811,1258,
Oregon,2,30-34,880,1691,
Oregon,2,35-39,568,1448,
Oregon,2,40-44,115,683,
Oregon,2,45-49,11,,
Oregon,3,15-19,86,97,
Oregon,3,20-24,498,584,
Oregon,3,25-29,890,1388,
Oregon,3,30-34,1018,1908,
Oregon,3,35-39,642,1660,
Oregon,3,40-44,129,771,
Oregon,3,45-49,11,,
Oregon,4,15-19,94,105,
Oregon,4,20-24,474,568,
Oregon,4,25-29,881,1355,
Oregon,4,30-34,985,1866,
Oregon,4,35-39,608,1593,
Oregon,4,40-44,134,742,
Oregon,5,15-19,106,240,
Oregon,5,20-24,530,636,
Oregon,5,25-29,880,1410,
Oregon,5,30-34,1022,1902,
Oregon,5,35-39,648,1670,
Oregon,5,40-44,148,796,
Oregon,6,15-19,87,235,
Oregon,6,20-24,482,569,
Oregon,6,25-29,900,1382,
Oregon,6,30-34,1012,1912,
Oregon,6,35-39,607,1619,
Oregon,6,40-44,160,767,
Oregon,6,45-49,11,,
Oregon,7,15-19,96,107,
Oregon,7,20-24,505,601,
Oregon,7,25-29,1031,1536,
Oregon,7,30-34,1085,2116,
Oregon,7,35-39,652,1737,
Oregon,7,40-44,144,796,
Oregon,8,15-19,108,252,
Oregon,8,20-24,511,619,
Oregon,8,25-29,960,1471,
Oregon,8,30-34,1097,2057,
Oregon,8,35-39,633,1730,
Oregon,8,40-44,114,747,
Oregon,8,45-49,14,,
Oregon,9,15-19,104,118,
Oregon,9,20-24,515,619,
Oregon,9,25-29,900,1415,
Oregon,9,30-34,1013,1913,
Oregon,9,35-39,617,1630,
Oregon,9,40-44,128,745,
Oregon,10,15-19,92,220,
Oregon,10,20-24,504,596,
Oregon,10,25-29,938,1442,
Oregon,10,30-34,1051,1989,
Oregon,10,35-39,635,1686,
Oregon,10,40-44,130,765,
Oregon,10,45-49,11,,
Oregon,11,15-19,80,91,
Oregon,11,20-24,464,544,
Oregon,11,25-29,850,1314,
Oregon,11,30-34,916,1766,
Oregon,11,35-39,556,1472,
Oregon,11,40-44,146,702,
Oregon,12,15-19,33,179,
Oregon,12,20-24,225,258,
Oregon,12,25-29,596,821,
Oregon,12,30-34,758,1354,
Oregon,12,35-39,459,1217,
Oregon,12,40-44,104,563,
Pennsylvania,1,15-19,328,432,
Pennsylvania,1,20-24,1708,2036,
Pennsylvania,1,25-29,2780,4488,
Pennsylvania,1,30-34,3514,6294,
Pennsylvania,1,35-39,1893,5407,
Pennsylvania,1,40-44,400,2293,
Pennsylvania,1,45-49,33,,
Pennsylvania,2,15-19,341,374,
Pennsylvania,2,20-24,1529,1870,
Pennsylvania,2,25-29,2620,4149,
Pennsylvania,2,30-34,3220,5840,
Pennsylvania,2,35-39,1723,4943,
Pennsylvania,2,40-44,345,2068,
Pennsylvania,2,45-49,32,,
Pennsylvania,3,15-19,368,400,
Pennsylvania,3,20-24,1603,1971,
Pennsylvania,3,25-29,2883,4486,
Pennsylvania,3,30-34,3583,6466,
Pennsylvania,3,35-39,1936,5519,
Pennsylvania,3,40-44,364,2300,
Pennsylvania,3,45-49,18,,
Pennsylvania,4,15-19,320,338,
Pennsylvania,4,20-24,1474,1794,
Pennsylvania,4,25-29,2770,4244,
Pennsylvania,4,30-34,3492,6262,
Pennsylvania,4,35-39,1877,5369,
Pennsylvania,4,40-44,370,2247,
Pennsylvania,4,45-49,12,,
Pennsylvania,5,15-19,329,341,
Pennsylvania,5,20-24,1553,1882,
Pennsylvania,5,25-29,2752,4305,
Pennsylvania,5,30-34,3650,6402,
Pennsylvania,5,35-39,2024,5674,
Pennsylvania,5,40-44,371,2395,
Pennsylvania,5,45-49,31,,
Pennsylvania,6,15-19,314,345,
Pennsylvania,6,20-24,1529,1843,
Pennsylvania,6,25-29,2919,4448,
Pennsylvania,6,30-34,3503,6422,
Pennsylvania,6,35-39,1873,5376,
Pennsylvania,6,40-44,359,2232,
Pennsylvania,6,45-49,40,,
Pennsylvania,7,15-19,376,416,
Pennsylvania,7,20-24,1617,1993,
Pennsylvania,7,25-29,2941,4558,
Pennsylvania,7,30-34,3768,6709,
Pennsylvania,7,35-39,2034,5802,
Pennsylvania,7,40-44,414,2448,
Pennsylvania,7,45-49,24,,
Pennsylvania,8,15-19,329,353,
Pennsylvania,8,20-24,1746,2075,
Pennsylvania,8,25-29,2940,4686,
Pennsylvania,8,30-34,3871,6811,
Pennsylvania,8,35-39,2085,5956,
Pennsylvania,8,40-44,399,2484,
Pennsylvania,8,45-49,23,,
Pennsylvania,9,15-19,371,394,
Pennsylvania,9,20-24,1567,1938,
Pennsylvania,9,25-29,2827,4394,
Pennsylvania,9,30-34,3597,6424,
Pennsylvania,9,35-39,1910,5507,
Pennsylvania,9,40-44,397,2307,
Pennsylvania,9,45-49,23,,
Pennsylvania,10,15-19,339,362,
Pennsylvania,10,20-24,1639,1978,
Pennsylvania,10,25-29,2719,4358,
Pennsylvania,10,30-34,3608,6327,
Pennsylvania,10,35-39,1915,5523,
Pennsylvania,10,40-44,400,2315,
Pennsylvania,10,45-49,33,,
Pennsylvania,11,15-19,309,342,
Pennsylvania,11,20-24,1466,1775,
Pennsylvania,11,25-29,2664,4130,
Pennsylvania,11,30-34,3309,5973,
Pennsylvania,11,35-39,1873,5182,
Pennsylvania,11,40-44,383,2256,
Pennsylvania,11,45-49,22,,
Pennsylvania,12,15-19,306,328,
Pennsylvania,12,20-24,1540,1846,
Pennsylvania,12,25-29,2697,4237,
Pennsylvania,12,30-34,3368,6065,
Pennsylvania,12,35-39,1888,5256,
Pennsylvania,12,40-44,406,2294,
Pennsylvania,12,45-49,43,,
Rhode Island,1,15-19,29,72,
Rhode Island,1,20-24,118,147,
Rhode Island,1,25-29,181,299,
Rhode Island,1,30-34,269,450,
Rhode Island,1,35-39,169,438,
Rhode Island,1,40-44,45,214,
Rhode Island,2,15-19,19,64,
Rhode Island,2,20-24,92,111,
Rhode Island,2,25-29,179,271,
Rhode Island,2,30-34,269,448,
Rhode Island,2,35-39,156,425,
Rhode Island,2,40-44,35,191,
Rhode Island,3,15-19,26,61,
Rhode Island,3,20-24,125,151,
Rhode Island,3,25-29,199,324,
Rhode Island,3,30-34,300,499,
Rhode Island,3,35-39,188,488,
Rhode Island,3,40-44,36,224,
Rhode Island,4,15-19,26,62,
Rhode Island,4,20-24,86,112,
Rhode Island,4,25-29,201,287,
Rhode Island,4,30-34,290,491,
Rhode Island,4,35-39,165,455,
Rhode Island,4,40-44,40,205,
Rhode Island,5,15-19,21,61,
Rhode Island,5,20-24,99,120,
Rhode Island,5,25-29,213,312,
Rhode Island,5,30-34,321,534,
Rhode Island,5,35-39,185,506,
Rhode Island,5,40-44,31,216,
Rhode Island,6,15-19,25,56,
Rhode Island,6,20-24,78,103,
Rhode Island,6,25-29,195,273,
Rhode Island,6,30-34,295,490,
Rhode Island,6,35-39,162,457,
Rhode Island,6,40-44,41,203,
Rhode Island,7,15-19,20,61,
Rhode Island,7,20-24,85,105,
Rhode Island,7,25-29,209,294,
Rhode Island,7,30-34,329,538,
Rhode Island,7,35-39,171,500,
Rhode Island,7,40-44,42,213,
Rhode Island,8,15-19,26,68,
Rhode Island,8,20-24,89,115,
Rhode Island,8,25-29,229,318,
Rhode Island,8,30-34,322,551,
Rhode Island,8,35-39,204,526,
Rhode Island,8,40-44,33,237,
Rhode Island,9,15-19,24,57,
Rhode Island,9,20-24,125,149,
Rhode Island,9,25-29,232,357,
Rhode Island,9,30-34,286,518,
Rhode Island,9,35-39,178,464,
Rhode Island,9,40-44,38,216,
Rhode Island,10,15-19,19,57,
Rhode Island,10,20-24,97,116,
Rhode Island,10,25-29,182,279,
Rhode Island,10,30-34,337,519,
Rhode Island,10,35-39,189,526,
Rhode Island,10,40-44,45,234,
Rhode Island,11,15-19,20,65,
Rhode Island,11,20-24,111,131,
Rhode Island,11,25-29,172,283,
Rhode Island,11,30-34,258,430,
Rhode Island,11,35-39,172,430,
Rhode Island,11,40-44,26,198,
Rhode Island,12,15-19,18,44,
Rhode Island,12,20-24,98,116,
Rhode Island,12,25-29,180,278,
Rhode Island,12,30-34,302,482,
Rhode Island,12,35-39,155,457,
Rhode Island,12,40-44,36,191,
South Carolina,1,15-19,270,306,
South Carolina,1,20-24,1003,1273,
South Carolina,1,25-29,1436,2439,
South Carolina,1,30-34,1353,2789,
South Carolina,1,35-39,663,2016,
South Carolina,1,40-44,142,805,
South Carolina,2,15-19,228,370,
South Carolina,2,20-24,875,1103,
South Carolina,2,25-29,1321,2196,
South Carolina,2,30-34,1291,2612,
South Carolina,2,35-39,623,1914,
South Carolina,2,40-44,138,761,
South Carolina,2,45-49,12,,
South Carolina,3,15-19,272,284,
South Carolina,3,20-24,917,1189,
South Carolina,3,25-29,1291,2208,
South Carolina,3,30-34,1430,2721,
South Carolina,3,35-39,684,2114,
South Carolina,3,40-44,157,841,
South Carolina,4,15-19,219,376,
South Carolina,4,20-24,914,1133,
South Carolina,4,25-29,1294,2208,
South Carolina,4,30-34,1338,2632,
South Carolina,4,35-39,633,1971,
South Carolina,4,40-44,151,784,
South Carolina,4,45-49,12,,
South Carolina,5,15-19,229,241,
South Carolina,5,20-24,943,1172,
South Carolina,5,25-29,1513,2456,
South Carolina,5,30-34,1306,2819,
South Carolina,5,35-39,700,2006,
South Carolina,5,40-44,124,824,
South Carolina,6,15-19,251,375,
South Carolina,6,20-24,910,1161,
South Carolina,6,25-29,1403,2313,
South Carolina,6,30-34,1410,2813,
South Carolina,6,35-39,627,2037,
South Carolina,6,40-44,156,783,
South Carolina,7,15-19,282,438,
South Carolina,7,20-24,1072,1354,
South Carolina,7,25-29,1541,2613,
South Carolina,7,30-34,1536,3077,
South Carolina,7,35-39,738,2274,
South Carolina,7,40-44,164,902,
South Carolina,8,15-19,288,452,
South Carolina,8,20-24,1012,1300,
South Carolina,8,25-29,1603,2615,
South Carolina,8,30-34,1590,3193,
South Carolina,8,35-39,797,2387,
South Carolina,8,40-44,154,951,
South Carolina,9,15-19,237,391,
South Carolina,9,20-24,910,1147,
South Carolina,9,25-29,1402,2312,
South Carolina,9,30-34,1452,2854,
South Carolina,9,35-39,667,2119,
South Carolina,9,40-44,143,810,
South Carolina,9,45-49,10,,
South Carolina,10,15-19,248,258,
South Carolina,10,20-24,905,1153,
South Carolina,10,25-29,1515,2420,
South Carolina,10,30-34,1425,2940,
South Carolina,10,35-39,794,2219,
South Carolina,10,40-44,148,942,
South Carolina,11,15-19,258,406,
South Carolina,11,20-24,850,1108,
South Carolina,11,25-29,1327,2177,
South Carolina,11,30-34,1367,2694,
South Carolina,11,35-39,661,2028,
South Carolina,11,40-44,180,841,
South Carolina,12,15-19,290,470,
South Carolina,12,20-24,1026,1316,
South Carolina,12,25-29,1470,2496,
South Carolina,12,30-34,1405,2875,
South Carolina,12,35-39,755,2160,
South Carolina,12,40-44,169,924,
South Dakota,1,15-19,46,215,
South Dakota,1,20-24,183,229,
South Dakota,1,25-29,309,492,
South Dakota,1,30-34,263,572,
South Dakota,1,35-39,132,395,
South Dakota,1,40-44,23,155,
South Dakota,2,15-19,44,67,
South Dakota,2,20-24,146,190,
South Dakota,2,25-29,289,435,
South Dakota,2,30-34,247,536,
South Dakota,2,35-39,122,369,
South Dakota,2,40-44,15,137,
South Dakota,3,15-19,54,69,
South Dakota,3,20-24,168,222,
South Dakota,3,25-29,314,482,
South Dakota,3,30-34,266,580,
South Dakota,3,35-39,116,382,
South Dakota,3,40-44,30,146,
South Dakota,4,15-19,32,62,
South Dakota,4,20-24,158,190,
South Dakota,4,25-29,330,488,
South Dakota,4,30-34,292,622,
South Dakota,4,35-39,130,422,
South Dakota,4,40-44,26,156,
South Dakota,5,15-19,39,65,
South Dakota,5,20-24,170,209,
South Dakota,5,25-29,325,495,
South Dakota,5,30-34,320,645,
South Dakota,5,35-39,165,485,
South Dakota,5,40-44,23,188,
South Dakota,6,15-19,31,54,
South Dakota,6,20-24,171,202,
South Dakota,6,25-29,295,466,
South Dakota,6,30-34,271,566,
South Dakota,6,35-39,132,403,
South Dakota,6,40-44,23,155,
South Dakota,7,15-19,41,64,
South Dakota,7,20-24,176,217,
South Dakota,7,25-29,319,495,
South Dakota,7,30-34,308,627,
South Dakota,7,35-39,135,443,
South Dakota,7,40-44,24,159,
South Dakota,8,15-19,39,63,
South Dakota,8,20-24,173,212,
South Dakota,8,25-29,327,500,
South Dakota,8,30-34,315,642,
South Dakota,8,35-39,120,435,
South Dakota,8,40-44,27,147,
South Dakota,9,15-19,39,66,
South Dakota,9,20-24,196,235,
South Dakota,9,25-29,307,503,
South Dakota,9,30-34,308,615,
South Dakota,9,35-39,114,422,
South Dakota,9,40-44,19,133,
South Dakota,10,15-19,34,53,
South Dakota,10,20-24,141,175,
South Dakota,10,25-29,306,447,
South Dakota,10,30-34,290,596,
South Dakota,10,35-39,120,410,
South Dakota,10,40-44,32,152,
South Dakota,11,15-19,26,58,
South Dakota,11,20-24,164,190,
South Dakota,11,25-29,267,431,
South Dakota,11,30-34,278,545,
South Dakota,11,35-39,114,392,
South Dakota,11,40-44,24,138,
South Dakota,12,15-19,44,68,
South Dakota,12,20-24,182,226,
South Dakota,12,25-29,296,478,
South Dakota,12,30-34,277,573,
South Dakota,12,35-39,111,388,
South Dakota,12,40-44,24,135,
Tennessee,1,15-19,396,420,
Tennessee,1,20-24,1450,1846,
Tennessee,1,25-29,2026,3476,
Tennessee,1,30-34,1806,3832,
Tennessee,1,35-39,886,2692,
Tennessee,1,40-44,174,1060,
Tennessee,2,15-19,355,529,
Tennessee,2,20-24,1358,1713,
Tennessee,2,25-29,1901,3259,
Tennessee,2,30-34,1813,3714,
Tennessee,2,35-39,858,2671,
Tennessee,2,40-44,206,1064,
Tennessee,3,15-19,347,553,
Tennessee,3,20-24,1445,1792,
Tennessee,3,25-29,2072,3517,
Tennessee,3,30-34,1859,3931,
Tennessee,3,35-39,902,2761,
Tennessee,3,40-44,182,1084,
Tennessee,3,45-49,17,,
Tennessee,4,15-19,347,364,
Tennessee,4,20-24,1399,1746,
Tennessee,4,25-29,1948,3347,
Tennessee,4,30-34,1787,3735,
Tennessee,4,35-39,842,2629,
Tennessee,4,40-44,170,1012,
Tennessee,4,45-49,11,,
Tennessee,5,15-19,338,349,
Tennessee,5,20-24,1457,1795,
Tennessee,5,25-29,2185,3642,
Tennessee,5,30-34,1961,4146,
Tennessee,5,35-39,976,2937,
Tennessee,5,40-44,196,1172,
Tennessee,5,45-49,12,,
Tennessee,6,15-19,391,403,
Tennessee,6,20-24,1455,1846,
Tennessee,6,25-29,2093,3548,
Tennessee,6,30-34,1863,3956,
Tennessee,6,35-39,861,2724,
Tennessee,6,40-44,174,1035,
Tennessee,7,15-19,413,587,
Tennessee,7,20-24,1583,1996,
Tennessee,7,25-29,2247,3830,
Tennessee,7,30-34,2037,4284,
Tennessee,7,35-39,989,3026,
Tennessee,7,40-44,212,1201,
Tennessee,8,15-19,415,627,
Tennessee,8,20-24,1710,2125,
Tennessee,8,25-29,2136,3846,
Tennessee,8,30-34,2070,4206,
Tennessee,8,35-39,977,3047,
Tennessee,8,40-44,215,1192,
Tennessee,9,15-19,342,557,
Tennessee,9,20-24,1516,1858,
Tennessee,9,25-29,2164,3680,
Tennessee,9,30-34,1987,4151,
Tennessee,9,35-39,957,2944,
Tennessee,9,40-44,196,1153,
Tennessee,10,15-19,382,578,
Tennessee,10,20-24,1477,1859,
Tennessee,10,25-29,2115,3592,
Tennessee,10,30-34,1989,4104,
Tennessee,10,35-39,965,2954,
Tennessee,10,40-44,196,1161,
Tennessee,10,45-49,12,,
Tennessee,11,15-19,372,384,
Tennessee,11,20-24,1442,1814,
Tennessee,11,25-29,1926,3368,
Tennessee,11,30-34,1816,3742,
Tennessee,11,35-39,910,2726,
Tennessee,11,40-44,202,1112,
Tennessee,11,45-49,12,,
Tennessee,12,15-19,391,403,
Tennessee,12,20-24,1481,1872,
Tennessee,12,25-29,2111,3592,
Tennessee,12,30-34,1994,4105,
Tennessee,12,35-39,911,2905,
Tennessee,12,40-44,221,1132,
Tennessee,12,45-49,13,,
Texas,1,15,22,,
Texas,1,15-19,1828,1850,
Texas,1,20-24,6681,8509,
Texas,1,25-29,9121,15802,
Texas,1,30-34,8902,18023,
Texas,1,35-39,4625,13527,
Texas,1,40-44,1088,5713,
Texas,1,45-49,47,,
Texas,1,50+,10,,
Texas,2,15,23,,
Texas,2,15-19,1674,1697,
Texas,2,20-24,5971,7645,
Texas,2,25-29,8633,14604,
Texas,2,30-34,8461,17094,
Texas,2,35-39,4373,12834,
Texas,2,40-44,1006,5379,
Texas,2,45-49,80,,
Texas,3,15,23,,
Texas,3,15-19,1598,1621,
Texas,3,20-24,6164,7762,
Texas,3,25-29,8732,14896,
Texas,3,30-34,8625,17357,
Texas,3,35-39,4511,13136,
Texas,3,40-44,1044,5555,
Texas,3,45-49,54,,
Texas,4,15,16,,
Texas,4,15-19,1538,1554,
Texas,4,20-24,5812,7350,
Texas,4,25-29,8632,14444,
Texas,4,30-34,8682,17314,
Texas,4,35-39,4358,13040,
Texas,4,40-44,968,5326,
Texas,4,45-49,58,,
Texas,5,15,20,,
Texas,5,15-19,1519,1539,
Texas,5,20-24,6107,7626,
Texas,5,25-29,9071,15178,
Texas,5,30-34,9043,18114,
Texas,5,35-39,4666,13709,
Texas,5,40-44,1025,5691,
Texas,5,45-49,68,,
Texas,6,15,24,,
Texas,6,15-19,1524,1548,
Texas,6,20-24,6045,7569,
Texas,6,25-29,8702,14747,
Texas,6,30-34,8751,17453,
Texas,6,35-39,4429,13180,
Texas,6,40-44,1015,5444,
Texas,6,45-49,61,,
Texas,7,15,20,,
Texas,7,15-19,1843,1863,
Texas,7,20-24,7033,8876,
Texas,7,25-29,9859,16892,
Texas,7,30-34,9601,19460,
Texas,7,35-39,5021,14622,
Texas,7,40-44,1188,6209,
Texas,7,45-49,77,,
Texas,8,15,25,,
Texas,8,15-19,1716,1741,
Texas,8,20-24,7156,8872,
Texas,8,25-29,10075,17231,
Texas,8,30-34,10154,20229,
Texas,8,35-39,5169,15323,
Texas,8,40-44,1127,6296,
Texas,8,45-49,67,,
Texas,9,15,19,,
Texas,9,15-19,1837,1856,
Texas,9,20-24,6786,8623,
Texas,9,25-29,9672,16458,
Texas,9,30-34,9547,19219,
Texas,9,35-39,4999,14546,
Texas,9,40-44,995,5994,
Texas,9,45-49,75,,
Texas,10,15,18,,
Texas,10,15-19,1734,1752,
Texas,10,20-24,6723,8457,
Texas,10,25-29,9939,16662,
Texas,10,30-34,9809,19748,
Texas,10,35-39,5338,15147,
Texas,10,40-44,1134,6472,
Texas,10,45-49,72,,
Texas,10,50+,12,,
Texas,11,15,12,,
Texas,11,15-19,1636,1648,
Texas,11,20-24,6300,7936,
Texas,11,25-29,9222,15522,
Texas,11,30-34,8879,18101,
Texas,11,35-39,4743,13622,
Texas,11,40-44,1171,5914,
Texas,11,45-49,66,,
Texas,12,15,20,,
Texas,12,15-19,1712,1732,
Texas,12,20-24,6687,8399,
Texas,12,25-29,9750,16437,
Texas,12,30-34,9432,19182,
Texas,12,35-39,5034,14466,
Texas,12,40-44,1172,6206,
Texas,12,45-49,79,,
Texas,12,50+,10,,
Utah,1,15-19,115,125,
Utah,1,20-24,710,825,
Utah,1,25-29,1276,1986,
Utah,1,30-34,981,2257,
Utah,1,35-39,491,1472,
Utah,1,40-44,121,612,
Utah,2,15-19,84,205,
Utah,2,20-24,702,786,
Utah,2,25-29,1259,1961,
Utah,2,30-34,1024,2283,
Utah,2,35-39,444,1468,
Utah,2,40-44,105,549,
Utah,3,15-19,94,199,
Utah,3,20-24,726,820,
Utah,3,25-29,1360,2086,
Utah,3,30-34,1084,2444,
Utah,3,35-39,507,1591,
Utah,3,40-44,124,631,
Utah,4,15-19,95,219,
Utah,4,20-24,676,771,
Utah,4,25-29,1419,2095,
Utah,4,30-34,1103,2522,
Utah,4,35-39,486,1589,
Utah,4,40-44,109,595,
Utah,5,15-19,94,203,
Utah,5,20-24,717,811,
Utah,5,25-29,1403,2120,
Utah,5,30-34,1143,2546,
Utah,5,35-39,478,1621,
Utah,5,40-44,125,603,
Utah,6,15-19,88,213,
Utah,6,20-24,765,853,
Utah,6,25-29,1365,2130,
Utah,6,30-34,1152,2517,
Utah,6,35-39,452,1604,
Utah,6,40-44,114,566,
Utah,7,15-19,116,230,
Utah,7,20-24,761,877,
Utah,7,25-29,1523,2284,
Utah,7,30-34,1164,2687,
Utah,7,35-39,543,1707,
Utah,7,40-44,135,678,
Utah,8,15-19,95,230,
Utah,8,20-24,806,901,
Utah,8,25-29,1505,2311,
Utah,8,30-34,1145,2650,
Utah,8,35-39,521,1666,
Utah,8,40-44,105,626,
Utah,9,15-19,95,200,
Utah,9,20-24,675,770,
Utah,9,25-29,1435,2110,
Utah,9,30-34,1138,2573,
